weight,age,voted,party,registered,method_vote
1.15875566123707,62,yes,Democrat,Yes,In person on election day
0.340217371305808,51,NAorMissing,Democrat,Yes,Dontknow_skipped_notasked
0.852878510068502,50,yes,Independent,Yes,In person on election day
0.369225104971249,81,yes,Independent,Yes,In person on election day
0.555588252887409,74,yes,Democrat,Yes,Voted by mail or absentee
0.123354282440898,76,yes,Other,Yes,In person on election day
1.9476310737185,67,yes,Independent,Yes,Voted by mail or absentee
0.269346377761494,76,yes,Democrat,Yes,Voted by mail or absentee
2.43134700918459,67,yes,Republican,Yes,In person on election day
0.291937219643938,75,yes,Other,Yes,In person on election day
0.214651062363243,59,yes,Other,Yes,In person on election day
0.852225408206508,48,yes,Democrat,Yes,In person on election day
0.695961395636729,74,yes,Democrat,Yes,In person early
3.1817695150276,47,yes,Independent,Yes,Voted by mail or absentee
0.0923746267556391,55,NAorMissing,Other,Yes,Dontknow_skipped_notasked
1.06392123652301,60,yes,Independent,Yes,Voted by mail or absentee
0.378931435910122,54,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
0.333984075005356,68,NAorMissing,Independent,Yes,Dontknow_skipped_notasked
1.10787083669215,81,yes,Republican,Yes,In person on election day
0.478436782497435,65,yes,Republican,Yes,Voted by mail or absentee
1.65322280390883,62,yes,Democrat,Yes,In person early
0.108958673542518,52,no,Republican,Yes,Dontknow_skipped_notasked
0.994115779678123,62,yes,Independent,Yes,Voted by mail or absentee
1.2442957081567,41,yes,Independent,Yes,In person on election day
0.503846780973906,32,no,Democrat,Yes,Dontknow_skipped_notasked
0.236748934720696,54,no,Republican,Yes,Dontknow_skipped_notasked
0.694609632183828,54,yes,Democrat,Yes,In person on election day
1.98210284112397,53,yes,Independent,Yes,In person on election day
0.361983964991589,63,yes,Democrat,Yes,In person on election day
0.781724329997837,81,yes,Republican,Yes,Voted by mail or absentee
0.310369089385731,54,yes,Democrat,Yes,In person on election day
1.38806893331244,36,yes,Democrat,Yes,In person on election day
2.23847656306707,66,yes,Independent,Yes,Voted by mail or absentee
0.574891344715469,35,yes,Democrat,Yes,In person on election day
1.0249526775248,34,no,Independent,Yes,Dontknow_skipped_notasked
0.951658393154347,38,yes,Democrat,Yes,Voted by mail or absentee
0.375396702404265,73,yes,Independent,Yes,In person on election day
1.19477218866641,58,NAorMissing,Democrat,Yes,Dontknow_skipped_notasked
0.683617672894538,60,yes,Independent,Yes,In person early
0.116579042844407,68,yes,Other,Yes,In person on election day
0.4894754383748,58,yes,Republican,Yes,In person on election day
0.853418383776727,68,yes,Republican,Yes,In person on election day
0.838158877536677,67,no,Independent,Yes,Dontknow_skipped_notasked
0.776376857796289,83,yes,Democrat,Yes,Voted by mail or absentee
0.26478427891212,67,NAorMissing,Republican,Yes,Dontknow_skipped_notasked
0.546964387715958,60,yes,Democrat,Yes,Voted by mail or absentee
1.08658027308213,73,yes,Democrat,Yes,In person on election day
1.42658419381315,35,NAorMissing,Democrat,Yes,Dontknow_skipped_notasked
0.171846128637294,73,NAorMissing,Independent,Yes,Dontknow_skipped_notasked
0.885066913134959,75,yes,Republican,Yes,In person on election day
0.620122467587389,70,yes,NAorMissing,Yes,Voted by mail or absentee
0.155057321730208,71,yes,Independent,Yes,In person on election day
0.518824388160356,74,yes,Democrat,Yes,In person on election day
0.830321171354588,80,yes,Independent,Yes,In person on election day
0.853418383776727,71,yes,Republican,Yes,In person on election day
0.735014043731238,64,yes,Democrat,Yes,In person on election day
0.523032563886099,52,yes,Democrat,Yes,In person on election day
3.02828457269341,30,yes,Democrat,Yes,Voted by mail or absentee
1.34394439843374,64,yes,Democrat,Yes,Voted by mail or absentee
0.32891231572222,50,yes,Independent,Yes,In person on election day
0.855402756884051,71,yes,Democrat,Yes,Voted by mail or absentee
0.198040819189519,57,yes,Democrat,Yes,In person early
0.589535912203753,69,NAorMissing,Republican,No,Dontknow_skipped_notasked
1.24274763985536,67,yes,Independent,Yes,In person on election day
0.367678420353076,62,no,Independent,Yes,Dontknow_skipped_notasked
1.35593784668859,62,yes,Republican,Yes,Voted by mail or absentee
1.67462369578904,61,yes,Republican,Yes,In person on election day
0.511715680239168,66,yes,Democrat,Yes,In person early
3.54504739916768,77,NAorMissing,Independent,No,Dontknow_skipped_notasked
0.502513100875214,58,yes,Democrat,Yes,In person on election day
0.225400852531932,59,yes,Democrat,Yes,Voted by mail or absentee
0.71903046001668,69,yes,Independent,Yes,In person on election day
0.969957823201523,32,no,Independent,Yes,Dontknow_skipped_notasked
0.353584916919204,79,yes,Republican,Yes,In person on election day
0.304832439442422,63,yes,Democrat,Yes,In person early
2.44806333712771,43,yes,Independent,Yes,In person on election day
0.41709135962776,77,yes,Democrat,Yes,Voted by mail or absentee
1.72274449203527,72,yes,Republican,Yes,In person on election day
2.23847656306707,64,yes,Independent,Yes,In person on election day
2.62367848929462,54,yes,Independent,Yes,Voted by mail or absentee
0.754538531316193,56,yes,Republican,Yes,In person on election day
0.57510262586728,70,yes,Democrat,Yes,In person early
0.694609632183828,66,yes,Democrat,Yes,In person on election day
1.33174937735081,60,yes,Independent,Yes,In person on election day
0.587905997100073,70,yes,Democrat,Yes,In person on election day
0.309172775736339,68,yes,Democrat,Yes,In person on election day
0.0635177769075063,37,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
1.45159803848562,80,yes,Independent,Yes,In person on election day
0.811300023518701,49,yes,Democrat,Yes,In person on election day
0.470003591513701,72,yes,Republican,Yes,In person on election day
1.50801928342198,64,yes,Democrat,Yes,Voted by mail or absentee
0.6790790341231,59,yes,Democrat,Yes,In person on election day
1.0835446686342,51,yes,Democrat,Yes,In person on election day
0.83190960974838,76,yes,Independent,Yes,Voted by mail or absentee
0.683617672894538,57,yes,Democrat,Yes,In person on election day
0.34623095459761,57,yes,Democrat,Yes,In person on election day
0.717657681413249,52,no,Democrat,Yes,In person on election day
1.04342294161668,71,NAorMissing,Independent,Yes,Dontknow_skipped_notasked
0.615806933501105,59,NAorMissing,Republican,Yes,Dontknow_skipped_notasked
1.85950003142458,60,yes,Independent,Yes,Voted by mail or absentee
1.48795791281983,65,yes,Republican,Yes,In person on election day
0.546964387715958,65,yes,Democrat,Yes,In person on election day
1.035782138851,85,yes,Independent,Yes,In person on election day
0.659000592153276,57,no,Democrat,Yes,Dontknow_skipped_notasked
1.06392123652301,56,yes,Independent,Yes,In person on election day
0.565250535826872,72,yes,Democrat,Yes,In person on election day
0.39285697715821,70,yes,Democrat,Yes,In person on election day
0.546964387715958,54,yes,Democrat,Yes,Voted by mail or absentee
0.496466985746836,50,yes,Democrat,Yes,In person on election day
0.343656663567903,76,yes,Independent,Yes,In person on election day
0.0731816668357735,66,NAorMissing,Other,Yes,Dontknow_skipped_notasked
1.9476310737185,62,yes,Independent,Yes,Voted by mail or absentee
2.95273309504797,22,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
3.07856730818322,38,yes,Democrat,Yes,In person on election day
0.789173184282181,59,yes,Democrat,Yes,In person on election day
2.57617074953132,43,no,Independent,Yes,Dontknow_skipped_notasked
0.491961990215634,65,yes,Democrat,Yes,Voted by mail or absentee
0.26058662629909,54,yes,Democrat,Yes,In person on election day
0.738712731883727,56,no,Democrat,Yes,Dontknow_skipped_notasked
2.05740269226435,80,yes,Republican,Yes,In person on election day
1.90203009052629,33,yes,Independent,Yes,In person on election day
0.562424634284554,30,yes,Independent,Yes,In person on election day
0.466452290488557,71,yes,Independent,Yes,In person on election day
0.474229141281977,54,yes,Democrat,Yes,Voted by mail or absentee
0.504633411663319,65,yes,Republican,Yes,Voted by mail or absentee
0.655103876771786,72,yes,Republican,Yes,In person early
1.2249052604904,63,yes,Republican,Yes,In person on election day
1.61618427188146,72,yes,Democrat,Yes,Voted by mail or absentee
1.41116417567345,58,no,Independent,Yes,Dontknow_skipped_notasked
1.65322280390883,61,yes,Independent,Yes,Voted by mail or absentee
0.554225161819485,65,yes,Independent,Yes,Voted by mail or absentee
0.462099615547734,78,yes,Independent,Yes,In person on election day
0.387252966037659,78,yes,Independent,Yes,In person on election day
0.0883388330879029,67,yes,Other,Yes,In person on election day
11.7120402404845,71,yes,Democrat,Yes,In person on election day
0.555318002838475,74,no,Independent,Yes,Dontknow_skipped_notasked
0.396586391005211,81,yes,Democrat,Yes,Voted by mail or absentee
0.653664562730587,81,yes,Democrat,Yes,In person early
0.57510262586728,69,yes,Democrat,Yes,In person on election day
0.447060996749216,53,yes,Democrat,Yes,In person on election day
1.21328252475084,68,yes,Republican,Yes,In person on election day
1.01877030749895,62,no,Democrat,Yes,Dontknow_skipped_notasked
0.175124028016301,58,yes,Other,Yes,In person on election day
2.00647644802772,47,yes,Republican,Yes,Voted by mail or absentee
0.631984132405538,57,yes,Democrat,Yes,In person on election day
0.298935434478014,67,yes,Democrat,Yes,In person on election day
2.51250347670506,85,yes,Independent,Yes,Voted by mail or absentee
0.310369089385731,64,yes,Democrat,Yes,In person on election day
0.482772181038204,56,yes,Republican,Yes,Voted by mail or absentee
0.671422670623634,60,yes,Independent,Yes,Voted by mail or absentee
0.39285697715821,73,yes,Democrat,Yes,In person on election day
1.21633008370976,86,yes,Independent,Yes,In person on election day
0.245822828082201,47,yes,Democrat,Yes,In person on election day
2.20059446537673,78,yes,Republican,Yes,Voted by mail or absentee
2.00721385807732,69,yes,Republican,Yes,In person on election day
0.94276649981421,57,yes,Democrat,Yes,In person on election day
1.48795791281983,56,yes,Republican,Yes,In person on election day
0.762155411150585,31,yes,Democrat,Yes,In person on election day
0.552986127708172,72,yes,Independent,Yes,In person on election day
1.85597115565057,64,yes,Republican,Yes,In person on election day
1.26671866566685,69,yes,Independent,Yes,In person on election day
1.04337867911454,61,yes,Independent,Yes,In person on election day
0.576171445325219,67,yes,Independent,Yes,In person on election day
0.909111529643402,65,yes,Independent,Yes,In person early
0.827289847044852,74,yes,Republican,Yes,In person on election day
0.350809568452498,55,yes,Democrat,Yes,In person on election day
0.310781191219607,30,no,Democrat,Yes,Dontknow_skipped_notasked
0.819695359960438,57,yes,Democrat,Yes,In person on election day
0.677751222245203,39,no,Democrat,Yes,Dontknow_skipped_notasked
1.30667628043228,42,yes,Independent,Yes,Voted by mail or absentee
0.560749888167612,38,no,Democrat,Yes,Dontknow_skipped_notasked
1.18530086913767,63,yes,Democrat,Yes,In person on election day
1.75898848097561,47,yes,Democrat,Yes,In person on election day
0.840888146184364,52,yes,Republican,Yes,In person on election day
2.51250347670506,71,yes,Independent,Yes,Voted by mail or absentee
1.19373970555279,49,yes,Democrat,Yes,Voted by mail or absentee
0.769073772820107,73,yes,Independent,Yes,In person early
1.49227529349753,57,NAorMissing,Republican,Yes,Dontknow_skipped_notasked
0.447060996749216,62,yes,Independent,Yes,Voted by mail or absentee
0.78362174200447,47,no,Independent,Yes,Dontknow_skipped_notasked
0.41399172057318,61,yes,Democrat,Yes,In person on election day
1.45539175931083,73,yes,Republican,Yes,Voted by mail or absentee
0.289386050513648,76,yes,Democrat,Yes,In person on election day
0.695961395636729,74,yes,Democrat,Yes,Voted by mail or absentee
0.735014043731238,61,yes,Democrat,Yes,Voted by mail or absentee
0.465964888416248,39,yes,Democrat,Yes,In person on election day
0.194507984484527,57,yes,Democrat,Yes,In person on election day
0.428422482328656,60,yes,Independent,Yes,In person on election day
0.443958327361781,50,yes,Independent,Yes,Voted by mail or absentee
2.27492015926425,43,yes,Republican,Yes,In person on election day
1.23750462463486,56,yes,Democrat,Yes,In person on election day
3.00540843864269,41,yes,Democrat,Yes,In person on election day
0.366577063655106,57,no,Democrat,Yes,In person on election day
0.452549749786891,71,no,Democrat,Yes,Dontknow_skipped_notasked
0.702815945039283,66,yes,Democrat,Yes,Voted by mail or absentee
0.697546690430713,62,yes,Independent,Yes,In person on election day
0.494429624902191,53,yes,Independent,Yes,Voted by mail or absentee
0.766279780106419,61,yes,Republican,Yes,In person on election day
0.165701312127068,62,NAorMissing,Independent,Yes,Dontknow_skipped_notasked
1.9476310737185,60,yes,Independent,Yes,In person on election day
0.745029800925044,61,yes,Democrat,Yes,In person on election day
0.537539767031088,57,yes,Republican,Yes,In person on election day
0.653664562730587,71,yes,Independent,Yes,Voted by mail or absentee
0.199829969180333,52,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
3.41886430649336,59,yes,Democrat,Yes,In person on election day
1.08541064913194,61,yes,Democrat,Yes,In person on election day
0.0883388330879029,64,yes,Other,Yes,In person on election day
0.460112361801715,60,NAorMissing,Democrat,No,Dontknow_skipped_notasked
0.332171706451593,50,NAorMissing,Democrat,No,Dontknow_skipped_notasked
1.56903035341598,37,yes,Democrat,Yes,In person on election day
0.706035322642523,59,yes,Republican,Yes,In person on election day
0.800630259200503,77,yes,Republican,Yes,Voted by mail or absentee
2.23847656306707,63,yes,Independent,Yes,In person on election day
1.06687301984811,41,yes,Democrat,Yes,In person on election day
0.233858378177304,65,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
1.08324516236455,52,yes,Republican,Yes,In person on election day
1.08324516236455,66,yes,Republican,Yes,In person early
0.0719630638063651,51,NAorMissing,Other,No,Dontknow_skipped_notasked
0.718455655041614,64,yes,Democrat,Yes,Voted by mail or absentee
1.06015527284357,58,yes,Independent,Yes,In person on election day
0.387252966037659,72,yes,Republican,Yes,In person on election day
0.182047263345828,41,no,Democrat,Yes,Dontknow_skipped_notasked
1.24274763985536,57,yes,Republican,Yes,In person on election day
2.13420515821546,46,yes,Independent,Yes,In person on election day
1.14854737591125,59,yes,Democrat,Yes,In person on election day
0.282475448025285,78,yes,Republican,Yes,In person early
0.15440709631015,71,yes,Other,Yes,In person on election day
0.470003591513701,78,yes,Republican,Yes,Voted by mail or absentee
0.398340166416498,53,no,Republican,Yes,Dontknow_skipped_notasked
0.763610668653302,67,yes,Republican,Yes,In person on election day
3.2791243668951,52,yes,Republican,Yes,In person on election day
0.681236490710633,55,yes,Democrat,Yes,In person on election day
0.132879875750765,23,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
1.37628331677947,82,yes,Republican,Yes,Voted by mail or absentee
0.282475448025285,71,yes,Republican,Yes,Voted by mail or absentee
0.588320797502458,72,yes,Republican,Yes,In person on election day
0.39285697715821,76,yes,Democrat,Yes,In person on election day
1.29652663292437,85,yes,Republican,Yes,Voted by mail or absentee
0.282475448025285,73,yes,Republican,Yes,Voted by mail or absentee
1.29652663292437,80,yes,Independent,Yes,In person on election day
1.50483018806991,45,yes,Democrat,Yes,In person on election day
0.312482454500716,27,yes,Democrat,Yes,Voted by mail or absentee
1.82285967844048,38,yes,Democrat,Yes,In person on election day
0.991039956530645,46,NAorMissing,Democrat,Yes,Dontknow_skipped_notasked
0.631984132405538,49,yes,Democrat,Yes,Voted by mail or absentee
0.607067476646821,64,yes,Republican,Yes,In person early
0.660461361345609,54,yes,Independent,Yes,Voted by mail or absentee
2.02735845500008,39,no,Independent,Yes,Dontknow_skipped_notasked
1.08324516236455,62,yes,Republican,Yes,In person on election day
0.308318762608708,65,yes,Other,Yes,In person on election day
1.035782138851,72,yes,Republican,Yes,In person on election day
0.202886284651031,49,no,Independent,Yes,Dontknow_skipped_notasked
0.266816531775324,70,no,Democrat,Yes,Dontknow_skipped_notasked
0.721281700144582,60,no,Independent,Yes,Dontknow_skipped_notasked
2.12600415631311,42,yes,Democrat,Yes,In person on election day
1.18871467066168,60,yes,Republican,Yes,In person on election day
0.939527707203636,65,yes,Democrat,Yes,Voted by mail or absentee
0.539380894344122,67,no,NAorMissing,Yes,Dontknow_skipped_notasked
0.518824388160356,81,yes,Democrat,Yes,In person on election day
0.467603237245976,45,NAorMissing,Democrat,No,Dontknow_skipped_notasked
0.538577885960156,70,NAorMissing,Other,Yes,In person early
0.853418383776727,78,yes,Republican,Yes,In person on election day
0.436531853961186,74,yes,Republican,Yes,In person on election day
0.434216543130412,78,yes,Republican,Yes,In person early
0.50258722418836,48,yes,Democrat,Yes,In person on election day
1.45159803848562,68,yes,Independent,Yes,In person on election day
0.659000592153276,61,NAorMissing,Republican,Yes,Dontknow_skipped_notasked
0.378710192617776,71,yes,Republican,Yes,In person on election day
0.378710192617776,78,NAorMissing,Republican,Yes,Dontknow_skipped_notasked
2.76360455778654,74,yes,Democrat,Yes,Voted by mail or absentee
2.06939984290851,59,yes,Democrat,Yes,Voted by mail or absentee
0.123198754994751,71,yes,Independent,Yes,Voted by mail or absentee
0.168908125354361,79,yes,Democrat,Yes,Voted by mail or absentee
0.479809603203101,59,yes,Democrat,Yes,In person early
0.368253593282754,65,NAorMissing,Democrat,Yes,Dontknow_skipped_notasked
1.09112352553213,44,yes,Republican,Yes,In person on election day
0.995214744514417,54,yes,Democrat,Yes,In person on election day
0.853418383776727,71,yes,Independent,Yes,In person on election day
1.06825520743313,75,yes,Republican,Yes,In person on election day
0.430181426377264,48,yes,Independent,Yes,Voted by mail or absentee
0.671422670623634,61,yes,Independent,Yes,In person on election day
0.615279636430058,52,yes,Republican,Yes,In person on election day
1.55514209970413,54,yes,Democrat,Yes,Voted by mail or absentee
1.51111648702132,47,yes,Democrat,Yes,In person on election day
0.694609632183828,61,yes,Democrat,Yes,In person early
1.035782138851,74,yes,Republican,Yes,In person early
0.531931409321721,77,yes,Independent,Yes,In person on election day
0.38691864529553,53,yes,Democrat,Yes,In person early
0.500045439775781,77,yes,Democrat,Yes,Voted by mail or absentee
1.15887711700577,68,yes,Democrat,Yes,In person on election day
1.23679029189888,60,yes,Independent,Yes,In person on election day
3.77494616662471,62,yes,Democrat,Yes,In person on election day
0.214651062363243,57,yes,Other,Yes,In person early
0.476894319798238,79,yes,Democrat,Yes,Voted by mail or absentee
0.604303711053912,67,yes,Republican,Yes,Voted by mail or absentee
0.304832439442422,59,yes,Democrat,Yes,In person on election day
0.691198855409025,62,yes,Republican,Yes,In person on election day
1.0843091697054,66,yes,Republican,Yes,Voted by mail or absentee
0.885066913134959,81,yes,Democrat,Yes,In person early
0.830321171354588,69,yes,Independent,Yes,Voted by mail or absentee
0.225616045522852,73,yes,Republican,Yes,In person on election day
2.55047860109213,39,yes,Republican,Yes,In person on election day
2.38452001175566,38,yes,Republican,Yes,Voted by mail or absentee
0.128258968287236,49,yes,Democrat,Yes,Voted by mail or absentee
1.02888520343006,47,no,Democrat,Yes,Dontknow_skipped_notasked
2.37594991062176,37,yes,Republican,Yes,In person on election day
1.26671866566685,72,yes,Democrat,Yes,Voted by mail or absentee
0.802781480006219,66,yes,Democrat,Yes,In person on election day
0.238714126817022,62,yes,Democrat,Yes,In person on election day
1.31933061614153,46,no,Republican,Yes,Dontknow_skipped_notasked
0.441738740969122,59,no,Independent,Yes,In person on election day
3.77762627277916,30,yes,Republican,Yes,In person early
0.420496182060883,51,no,Republican,No,Dontknow_skipped_notasked
1.18871467066168,66,yes,Independent,Yes,In person on election day
1.07953588812932,44,yes,Republican,Yes,In person on election day
0.479096397256697,48,yes,Independent,Yes,In person on election day
0.660913571277032,76,yes,Republican,Yes,In person on election day
0.866243733412551,52,yes,Independent,Yes,In person on election day
2.57532668803316,75,yes,Independent,Yes,In person early
0.870530449822096,48,no,Democrat,Yes,Dontknow_skipped_notasked
0.468998970304765,64,yes,Independent,Yes,Voted by mail or absentee
0.853418383776727,75,yes,Republican,Yes,In person early
0.211894860959595,70,no,Democrat,Yes,Dontknow_skipped_notasked
0.387252966037659,88,yes,Republican,Yes,Voted by mail or absentee
0.853418383776727,83,yes,Republican,Yes,Voted by mail or absentee
0.604303711053912,61,yes,Republican,Yes,In person early
1.41936690308151,40,yes,Republican,Yes,Voted by mail or absentee
0.671422670623634,67,yes,Democrat,Yes,In person on election day
0.69741389231548,61,no,Democrat,Yes,Dontknow_skipped_notasked
