weight,age,voted,party,registered,method_vote
1.05306953194686,25,yes,Democrat,Yes,Voted by mail or absentee
0.500553214397419,58,yes,Independent,Yes,In person on election day
0.980498867361204,81,yes,Republican,Yes,In person on election day
0.091839993810757,30,yes,Other,Yes,Voted by mail or absentee
0.653284327440201,50,yes,Democrat,Yes,Voted by mail or absentee
0.47995005905391,30,no,Democrat,Yes,Dontknow_skipped_notasked
0.118525289743629,34,no,Other,Yes,Dontknow_skipped_notasked
1.70297929380952,41,yes,Democrat,Yes,Voted by mail or absentee
0.784844371219282,75,yes,Democrat,Yes,In person early
0.615940972738871,51,yes,Republican,Yes,In person on election day
0.259052096548851,59,no,Independent,Yes,In person on election day
1.27363392568151,68,yes,Independent,Yes,In person on election day
0.576580128211361,30,yes,Democrat,Yes,Voted by mail or absentee
0.663667385256221,46,yes,Democrat,Yes,In person on election day
0.761712274881218,85,yes,Republican,Yes,Voted by mail or absentee
0.0489429579131573,66,yes,Other,Yes,Voted by mail or absentee
1.04784582639595,48,yes,Independent,Yes,In person early
0.712690192037163,65,yes,Democrat,Yes,In person early
0.604277989501686,81,yes,Independent,Yes,In person on election day
0.666726368230375,53,yes,Republican,Yes,In person on election day
0.584561838680984,68,yes,Democrat,Yes,In person early
0.9973297259938,60,yes,Republican,Yes,In person on election day
1.30203212783569,61,yes,Independent,Yes,In person on election day
0.55489742938685,81,yes,Democrat,Yes,In person early
0.12489170118017,68,NAorMissing,NAorMissing,Yes,Dontknow_skipped_notasked
0.317419143702677,47,yes,Democrat,Yes,In person on election day
0.712690192037163,54,yes,Democrat,Yes,In person on election day
0.11059707101229,57,yes,Other,Yes,In person on election day
0.9231197719462,52,yes,Republican,Yes,In person on election day
0.556837626090216,50,yes,Democrat,Yes,In person on election day
0.590916860579319,52,yes,Independent,Yes,Voted by mail or absentee
0.32230562793348,29,no,Republican,Yes,Dontknow_skipped_notasked
0.604277989501686,73,yes,Independent,Yes,In person on election day
0.253752731131858,67,yes,Republican,Yes,Voted by mail or absentee
0.761999973710972,64,yes,Democrat,Yes,Voted by mail or absentee
1.07956128195736,65,yes,Republican,Yes,Voted by mail or absentee
0.556837626090216,51,yes,Democrat,Yes,In person on election day
1.65573939832012,68,no,Democrat,DontKnow,Dontknow_skipped_notasked
0.588930826327113,54,yes,Independent,Yes,In person on election day
1.28778133492489,57,yes,Independent,Yes,In person on election day
2.009077352763,26,yes,Republican,Yes,In person on election day
0.674904858800855,33,yes,Democrat,Yes,In person on election day
1.30203212783569,58,yes,Republican,Yes,In person on election day
2.23093087107402,41,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
1.8217321243837,63,yes,Democrat,Yes,In person on election day
0.968030077022058,50,yes,Democrat,Yes,In person on election day
0.926111429086234,45,yes,Independent,Yes,In person on election day
0.788132626849273,26,yes,Democrat,Yes,In person on election day
0.120232967167672,60,yes,Independent,Yes,Voted by mail or absentee
0.784380382364321,44,yes,Democrat,Yes,Voted by mail or absentee
1.87450567516414,27,yes,Republican,Yes,In person on election day
2.37397186142841,44,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
0.480567222025992,53,yes,Democrat,Yes,In person early
1.13162626620594,60,yes,Independent,Yes,In person early
0.335956693061708,83,yes,Other,Yes,Voted by mail or absentee
0.520235036668951,68,no,Democrat,Yes,Dontknow_skipped_notasked
0.703931824570981,76,yes,Democrat,Yes,In person on election day
